From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (molecular function)
Q8TCT9	Q8TCT9	reviewed	HM13_HUMAN	Minor histocompatibility antigen H13 (EC 3.4.23.-) (Intramembrane protease 1) (IMP-1) (IMPAS-1) (hIMP1) (Presenilin-like protein 3) (Signal peptide peptidase)	HM13 H13 IMP1 PSL3 SPP MSTP086	Homo sapiens (Human)	377	cellular response to oxidative stress [GO:0034599]; in utero embryonic development [GO:0001701]; membrane protein proteolysis [GO:0033619]; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol [GO:1904211]; signal peptide processing [GO:0006465]	cell surface [GO:0009986]; cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; Derlin-1 retrotranslocation complex [GO:0036513]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; membrane [GO:0016020]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; peptidase activity [GO:0008233]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase binding [GO:0031625]; cellular response to oxidative stress [GO:0034599]; in utero embryonic development [GO:0001701]; membrane protein proteolysis [GO:0033619]; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol [GO:1904211]; signal peptide processing [GO:0006465]	GO:0001701; GO:0005783; GO:0005789; GO:0005791; GO:0005886; GO:0006465; GO:0008233; GO:0009986; GO:0016020; GO:0031625; GO:0033619; GO:0034599; GO:0036513; GO:0042500; GO:0042803; GO:0098553; GO:0098554; GO:1904211	cell surface [GO:0009986]; cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; Derlin-1 retrotranslocation complex [GO:0036513]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; membrane [GO:0016020]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]	aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; peptidase activity [GO:0008233]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase binding [GO:0031625]
Q8TER0	Q8TER0	reviewed	SNED1_HUMAN	Sushi, nidogen and EGF-like domain-containing protein 1 (Insulin-responsive sequence DNA-binding protein 1) (IRE-BP1)	SNED1	Homo sapiens (Human)	1413	cell-matrix adhesion [GO:0007160]	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; Notch binding [GO:0005112]; cell-matrix adhesion [GO:0007160]	GO:0005112; GO:0005509; GO:0005576; GO:0007160; GO:0031012	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]	calcium ion binding [GO:0005509]; Notch binding [GO:0005112]
Q8WUH6	Q8WUH6	reviewed	TM263_HUMAN	Transmembrane protein 263	TMEM263 C12orf23	Homo sapiens (Human)	116		membrane [GO:0016020]	GO:0016020	membrane [GO:0016020]	
Q8WVM8	Q8WVM8	reviewed	SCFD1_HUMAN	Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2)	SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23	Homo sapiens (Human)	642	cell morphogenesis [GO:0000902]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; negative regulation of autophagosome assembly [GO:1902902]; post-Golgi vesicle-mediated transport [GO:0006892]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; regulation of protein transport [GO:0051223]; response to hypoxia [GO:0001666]; response to toxic substance [GO:0009636]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi-associated vesicle [GO:0005798]; plasma membrane [GO:0005886]; protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]; cell morphogenesis [GO:0000902]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; negative regulation of autophagosome assembly [GO:1902902]; post-Golgi vesicle-mediated transport [GO:0006892]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; regulation of protein transport [GO:0051223]; response to hypoxia [GO:0001666]; response to toxic substance [GO:0009636]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000139; GO:0000902; GO:0001666; GO:0005789; GO:0005798; GO:0005801; GO:0005829; GO:0005886; GO:0006886; GO:0006888; GO:0006890; GO:0006892; GO:0009636; GO:0019905; GO:0032580; GO:0044877; GO:0051223; GO:0060628; GO:1902902	cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi-associated vesicle [GO:0005798]; plasma membrane [GO:0005886]	protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]
Q8WWA0	Q8WWA0	reviewed	ITLN1_HUMAN	Intelectin-1 (ITLN-1) (Endothelial lectin HL-1) (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor) (Omentin)	ITLN1 INTL ITLN LFR UNQ640/PRO1270	Homo sapiens (Human)	313	positive regulation of D-glucose import [GO:0046326]; positive regulation of protein phosphorylation [GO:0001934]; protein homotrimerization [GO:0070207]; response to nematode [GO:0009624]	brush border membrane [GO:0031526]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; receptor complex [GO:0043235]; side of membrane [GO:0098552]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; oligosaccharide binding [GO:0070492]; positive regulation of D-glucose import [GO:0046326]; positive regulation of protein phosphorylation [GO:0001934]; protein homotrimerization [GO:0070207]; response to nematode [GO:0009624]	GO:0001934; GO:0005509; GO:0005576; GO:0005615; GO:0009624; GO:0031526; GO:0042802; GO:0043235; GO:0045121; GO:0046326; GO:0070062; GO:0070207; GO:0070492; GO:0098552	brush border membrane [GO:0031526]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; receptor complex [GO:0043235]; side of membrane [GO:0098552]	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; oligosaccharide binding [GO:0070492]
Q8WZ75	Q8WZ75	reviewed	ROBO4_HUMAN	Roundabout homolog 4 (Magic roundabout)	ROBO4 UNQ421/PRO3674	Homo sapiens (Human)	1007	angiogenesis [GO:0001525]; axon guidance [GO:0007411]; dendrite self-avoidance [GO:0070593]; establishment of endothelial barrier [GO:0061028]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; regulation of cell migration [GO:0030334]	axon [GO:0030424]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; cell-cell adhesion mediator activity [GO:0098632]; signaling receptor activity [GO:0038023]; angiogenesis [GO:0001525]; axon guidance [GO:0007411]; dendrite self-avoidance [GO:0070593]; establishment of endothelial barrier [GO:0061028]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; regulation of cell migration [GO:0030334]	GO:0001525; GO:0005886; GO:0007156; GO:0007411; GO:0016020; GO:0030334; GO:0030424; GO:0038023; GO:0061028; GO:0070062; GO:0070593; GO:0098632	axon [GO:0030424]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]	cell-cell adhesion mediator activity [GO:0098632]; signaling receptor activity [GO:0038023]
Q92496	Q92496	reviewed	FHR4_HUMAN	Complement factor H-related protein 4 (FHR-4)	CFHR4 CFHL4 FHR4	Homo sapiens (Human)	578	complement activation [GO:0006956]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; complement component C3b binding [GO:0001851]; lipid transporter activity [GO:0005319]; complement activation [GO:0006956]	GO:0001851; GO:0005319; GO:0005576; GO:0005615; GO:0006956	extracellular region [GO:0005576]; extracellular space [GO:0005615]	complement component C3b binding [GO:0001851]; lipid transporter activity [GO:0005319]
Q92820	Q92820	reviewed	GGH_HUMAN	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	GGH	Homo sapiens (Human)	318	tetrahydrofolylpolyglutamate metabolic process [GO:0046900]	azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; melanosome [GO:0042470]; nucleus [GO:0005634]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; vacuole [GO:0005773]; exopeptidase activity [GO:0008238]; gamma-glutamyl-peptidase activity [GO:0034722]; omega peptidase activity [GO:0008242]; tetrahydrofolylpolyglutamate metabolic process [GO:0046900]	GO:0005576; GO:0005615; GO:0005634; GO:0005773; GO:0008238; GO:0008242; GO:0034722; GO:0035578; GO:0035580; GO:0042470; GO:0046900; GO:0070062; GO:1904724	azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; melanosome [GO:0042470]; nucleus [GO:0005634]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; vacuole [GO:0005773]	exopeptidase activity [GO:0008238]; gamma-glutamyl-peptidase activity [GO:0034722]; omega peptidase activity [GO:0008242]
Q92859	Q92859	reviewed	NEO1_HUMAN	Neogenin (Immunoglobulin superfamily DCC subclass member 2)	NEO1 IGDCC2 NGN	Homo sapiens (Human)	1461	axon guidance [GO:0007411]; cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; intracellular iron ion homeostasis [GO:0006879]; multicellular organismal-level iron ion homeostasis [GO:0060586]; myoblast fusion [GO:0007520]; negative regulation of axon regeneration [GO:0048681]; negative regulation of protein secretion [GO:0050709]; neuron migration [GO:0001764]; positive regulation of BMP signaling pathway [GO:0030513]; protein secretion [GO:0009306]; regulation of DNA-templated transcription [GO:0006355]; trans-synaptic signaling, modulating synaptic transmission [GO:0099550]	axonal growth cone [GO:0044295]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; intracellular vesicle [GO:0097708]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; postsynaptic density membrane [GO:0098839]; BMP receptor binding [GO:0070700]; cadherin binding [GO:0045296]; co-receptor binding [GO:0039706]; signaling receptor activity [GO:0038023]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; intracellular iron ion homeostasis [GO:0006879]; multicellular organismal-level iron ion homeostasis [GO:0060586]; myoblast fusion [GO:0007520]; negative regulation of axon regeneration [GO:0048681]; negative regulation of protein secretion [GO:0050709]; neuron migration [GO:0001764]; positive regulation of BMP signaling pathway [GO:0030513]; protein secretion [GO:0009306]; regulation of DNA-templated transcription [GO:0006355]; trans-synaptic signaling, modulating synaptic transmission [GO:0099550]	GO:0001764; GO:0005654; GO:0005794; GO:0005886; GO:0006355; GO:0006879; GO:0007155; GO:0007411; GO:0007520; GO:0009306; GO:0009986; GO:0030513; GO:0038023; GO:0039706; GO:0044295; GO:0045296; GO:0048681; GO:0050709; GO:0060586; GO:0070700; GO:0097708; GO:0098609; GO:0098797; GO:0098839; GO:0098978; GO:0099550	axonal growth cone [GO:0044295]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; intracellular vesicle [GO:0097708]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; postsynaptic density membrane [GO:0098839]	BMP receptor binding [GO:0070700]; cadherin binding [GO:0045296]; co-receptor binding [GO:0039706]; signaling receptor activity [GO:0038023]
Q92954	Q92954	reviewed	PRG4_HUMAN	Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part]	PRG4 MSF SZP	Homo sapiens (Human)	1404	immune response [GO:0006955]	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; immune response [GO:0006955]	GO:0005044; GO:0005615; GO:0006955; GO:0030247; GO:0062023	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]	polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]
Q96BZ4	Q96BZ4	reviewed	PLD4_HUMAN	5'-3' exonuclease PLD4 (EC 3.1.16.1) ((S,S)-bis(monoacylglycero)phosphate synthase PLD4) (EC 3.1.4.-) (Phospholipase D family member 4) (Phospholipase D4)	PLD4 C14orf175 UNQ2488/PRO5775	Homo sapiens (Human)	506	establishment of localization in cell [GO:0051649]; hematopoietic progenitor cell differentiation [GO:0002244]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; phagocytosis [GO:0006909]; regulation of cytokine production involved in inflammatory response [GO:1900015]	early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; trans-Golgi network membrane [GO:0032588]; single-stranded DNA 5'-3' DNA exonuclease activity [GO:0045145]; establishment of localization in cell [GO:0051649]; hematopoietic progenitor cell differentiation [GO:0002244]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; phagocytosis [GO:0006909]; regulation of cytokine production involved in inflammatory response [GO:1900015]	GO:0002244; GO:0005634; GO:0005769; GO:0005783; GO:0005789; GO:0006909; GO:0006954; GO:0032588; GO:0045087; GO:0045145; GO:0045335; GO:0051649; GO:1900015	early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; trans-Golgi network membrane [GO:0032588]	single-stranded DNA 5'-3' DNA exonuclease activity [GO:0045145]
Q96C19	Q96C19	reviewed	EFHD2_HUMAN	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	Homo sapiens (Human)	240		membrane raft [GO:0045121]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]	GO:0005509; GO:0045121; GO:0045296	membrane raft [GO:0045121]	cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]
Q96DR8	Q96DR8	reviewed	MUCL1_HUMAN	Mucin-like protein 1 (Protein BS106) (Small breast epithelial mucin)	MUCL1 SBEM UNQ590/PRO1160	Homo sapiens (Human)	90		extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]	GO:0005576; GO:0005796; GO:0005886	extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]	
Q96EE4	Q96EE4	reviewed	CC126_HUMAN	Coiled-coil domain-containing protein 126	CCDC126 UNQ786/PRO1605	Homo sapiens (Human)	140		extracellular region [GO:0005576]; membrane [GO:0016020]	GO:0005576; GO:0016020	extracellular region [GO:0005576]; membrane [GO:0016020]	
Q96IY4	Q96IY4	reviewed	CBPB2_HUMAN	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	CPB2	Homo sapiens (Human)	423	blood coagulation [GO:0007596]; cellular response to glucose stimulus [GO:0071333]; fibrinolysis [GO:0042730]; liver regeneration [GO:0097421]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of hepatocyte proliferation [GO:2000346]; negative regulation of plasminogen activation [GO:0010757]; positive regulation of extracellular matrix constituent secretion [GO:0003331]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; response to xenobiotic stimulus [GO:0009410]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; blood coagulation [GO:0007596]; cellular response to glucose stimulus [GO:0071333]; fibrinolysis [GO:0042730]; liver regeneration [GO:0097421]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of hepatocyte proliferation [GO:2000346]; negative regulation of plasminogen activation [GO:0010757]; positive regulation of extracellular matrix constituent secretion [GO:0003331]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; response to xenobiotic stimulus [GO:0009410]	GO:0003331; GO:0004181; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0008270; GO:0009410; GO:0010757; GO:0030163; GO:0042730; GO:0051918; GO:0070062; GO:0071333; GO:0097421; GO:2000346	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]
Q96IZ0	Q96IZ0	reviewed	PAWR_HUMAN	PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4)	PAWR PAR4	Homo sapiens (Human)	340	actin filament bundle assembly [GO:0051017]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of gene expression [GO:0010629]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of amyloid precursor protein biosynthetic process [GO:0042986]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cellular senescence [GO:2000774]; positive regulation of gene expression [GO:0010628]; positive regulation of hydrogen peroxide-mediated programmed cell death [GO:1901300]	actin cytoskeleton [GO:0015629]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; enzyme binding [GO:0019899]; leucine zipper domain binding [GO:0043522]; transcription corepressor activity [GO:0003714]; actin filament bundle assembly [GO:0051017]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of gene expression [GO:0010629]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of amyloid precursor protein biosynthetic process [GO:0042986]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cellular senescence [GO:2000774]; positive regulation of gene expression [GO:0010628]; positive regulation of hydrogen peroxide-mediated programmed cell death [GO:1901300]	GO:0000122; GO:0000785; GO:0003714; GO:0003779; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006915; GO:0010628; GO:0010629; GO:0015629; GO:0019899; GO:0030889; GO:0042130; GO:0042986; GO:0043065; GO:0043522; GO:0048147; GO:0050860; GO:0051017; GO:0097190; GO:1901300; GO:2000774	actin cytoskeleton [GO:0015629]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	actin binding [GO:0003779]; enzyme binding [GO:0019899]; leucine zipper domain binding [GO:0043522]; transcription corepressor activity [GO:0003714]
